subject	item	response	rt	category	condition	truthVal	Check	PrsntOrd	check_mm
114	7	F	4.713	Critical1 NC	nc	F	T	37	nc
114	9	F	8.674	Critical2 DN	dn	V	F	40	dn_mm
114	17	F	6.937	Critical3 NegOb	negob	V	F	15	0
114	18	V	4.626	Critical3 NegOb	negob	V	T	21	0
114	19	F	4.73	Critical3 NegOb	negob	F	T	4	0
114	20	F	3.756	Critical3 NegOb	negob	F	T	34	0
114	21	F	6.145	Critical3 NegOb	negob	F	T	9	0
114	22	V	3.723	Critical3 NegOb	negob	V	T	30	0
114	23	V	4.715	Critical3 NegOb	negob	V	T	18	0
114	24	F	7.243	Critical3 NegOb	negob	F	T	36	0
114	25	V	5.546	Critical4 NegSub	negsub	V	T	20	0
114	26	F	4.539	Critical4 NegSub	negsub	F	T	23	0
114	27	V	5.898	Critical4 NegSub	negsub	V	T	11	0
114	28	V	5.707	Critical4 NegSub	negsub	V	T	32	0
114	29	F	4.576	Critical4 NegSub	negsub	V	F	39	0
114	30	F	7.595	Critical4 NegSub	negsub	F	T	3	0
114	31	F	5.795	Critical4 NegSub	negsub	F	T	6	0
114	32	F	6.482	Critical4 NegSub	negsub	F	T	26	0
114	33	F	4.345	Control	filler	F	T	12	0
114	34	V	8.961	Control	filler	V	T	29	0
114	35	F	5.138	Control	filler	F	T	31	0
114	36	F	4.779	Control	filler	F	T	38	0
114	37	V	4.602	Control	filler	V	T	19	0
114	38	F	4.098	Control	filler	F	T	25	0
114	39	V	9.009	Control	filler	V	T	2	0
114	40	V	4.754	Control	filler	V	T	8	0
115	14	F	5.578	Critical2 DN	dn	F	T	3	dn
115	7	F	13.27	Critical1 NC	nc	F	T	5	nc
115	15	V	6.25	Critical2 DN	dn	F	F	6	dn_mm
115	2	V	5.33	Critical1 NC	nc	V	T	9	nc
115	10	F	6.835	Critical2 DN	dn	F	T	11	dn
115	8	F	3.996	Critical1 NC	nc	F	T	14	nc
115	1	F	5.434	Critical1 NC	nc	F	T	16	nc
115	16	V	5.66	Critical2 DN	dn	V	T	19	dn
115	5	F	7.604	Critical1 NC	nc	F	T	23	nc
115	11	V	5.676	Critical2 DN	dn	V	T	24	dn
115	13	V	6.219	Critical2 DN	dn	V	T	27	dn
115	3	V	3.401	Critical1 NC	nc	V	T	28	nc
115	9	V	4.483	Critical2 DN	dn	V	T	31	dn
115	6	V	3.331	Critical1 NC	nc	V	T	32	nc
115	12	F	5.299	Critical2 DN	dn	F	T	37	dn
115	4	V	4.715	Critical1 NC	nc	V	T	40	nc
115	17	V	3.554	Critical3 NegOb	negob	V	T	30	0
115	18	V	3.923	Critical3 NegOb	negob	V	T	21	0
115	19	F	4.514	Critical3 NegOb	negob	F	T	10	0
115	20	F	3.434	Critical3 NegOb	negob	F	T	13	0
115	21	F	11.07	Critical3 NegOb	negob	F	T	1	0
115	22	V	2.674	Critical3 NegOb	negob	V	T	38	0
115	23	V	3.281	Critical3 NegOb	negob	V	T	34	0
115	24	F	4.634	Critical3 NegOb	negob	F	T	17	0
115	25	V	5.115	Critical4 NegSub	negsub	V	T	20	0
115	26	F	5.29	Critical4 NegSub	negsub	F	T	8	0
115	27	V	3.699	Critical4 NegSub	negsub	V	T	39	0
115	28	V	5.09	Critical4 NegSub	negsub	V	T	4	0
115	29	V	4.73	Critical4 NegSub	negsub	V	T	26	0
115	30	F	4.778	Critical4 NegSub	negsub	F	T	35	0
115	31	F	2.899	Critical4 NegSub	negsub	F	T	25	0
115	32	F	3.954	Critical4 NegSub	negsub	F	T	12	0
115	33	F	3.731	Control	filler	F	T	29	0
115	34	V	11.17	Control	filler	V	T	2	0
115	35	F	3.394	Control	filler	F	T	22	0
115	36	F	2.905	Control	filler	F	T	18	0
115	37	V	4.338	Control	filler	V	T	15	0
115	38	F	3.138	Control	filler	F	T	36	0
115	39	V	4.73	Control	filler	V	T	7	0
115	40	V	2.691	Control	filler	V	T	33	0
116	11	V	14.1	Critical2 DN	dn	V	T	2	dn
116	7	F	12.49	Critical1 NC	nc	F	T	3	nc
116	6	V	7.25	Critical1 NC	nc	V	T	8	nc
116	16	V	7.235	Critical2 DN	dn	V	T	9	dn
116	3	V	6.45	Critical1 NC	nc	V	T	12	nc
116	9	V	7.844	Critical2 DN	dn	V	T	13	dn
116	2	V	5.157	Critical1 NC	nc	V	T	19	nc
116	15	F	7.691	Critical2 DN	dn	F	T	20	dn
116	8	V	7.531	Critical1 NC	nc	F	F	21	nc_mm
116	13	V	13.47	Critical2 DN	dn	V	T	22	dn
116	4	V	4.811	Critical1 NC	nc	V	T	29	nc
116	10	F	3.56	Critical2 DN	dn	F	T	30	dn
116	14	F	4.347	Critical2 DN	dn	F	T	31	dn
116	1	F	4.683	Critical1 NC	nc	F	T	32	nc
116	5	F	6.161	Critical1 NC	nc	F	T	37	nc
116	12	F	7.059	Critical2 DN	dn	F	T	40	dn
116	17	V	10.38	Critical3 NegOb	negob	V	T	35	0
116	18	V	3.61	Critical3 NegOb	negob	V	T	39	0
116	19	F	5.082	Critical3 NegOb	negob	F	T	28	0
116	20	F	6.474	Critical3 NegOb	negob	F	T	14	0
116	21	F	4.292	Critical3 NegOb	negob	F	T	23	0
116	22	V	5.554	Critical3 NegOb	negob	V	T	5	0
116	23	V	3.476	Critical3 NegOb	negob	V	T	16	0
116	24	F	9.418	Critical3 NegOb	negob	F	T	10	0
116	25	V	4.147	Critical4 NegSub	negsub	V	T	33	0
116	26	F	6.154	Critical4 NegSub	negsub	F	T	4	0
116	27	V	4.058	Critical4 NegSub	negsub	V	T	26	0
116	28	V	4.651	Critical4 NegSub	negsub	V	T	24	0
116	29	V	4.706	Critical4 NegSub	negsub	V	T	7	0
116	30	F	5.467	Critical4 NegSub	negsub	F	T	38	0
116	31	F	5.499	Critical4 NegSub	negsub	F	T	15	0
116	32	F	4.218	Critical4 NegSub	negsub	F	T	17	0
116	33	F	2.786	Control	filler	F	T	18	0
116	34	V	3.403	Control	filler	V	T	25	0
116	35	F	3.723	Control	filler	F	T	27	0
116	36	F	4.05	Control	filler	F	T	11	0
116	37	V	3.187	Control	filler	V	T	36	0
116	38	F	4.483	Control	filler	F	T	34	0
116	39	V	10.67	Control	filler	V	T	1	0
116	40	V	4.003	Control	filler	V	T	6	0
117	16	V	13.45	Critical2 DN	dn	V	T	4	dn
117	8	F	4.601	Critical1 NC	nc	F	T	5	nc
117	15	V	8.651	Critical2 DN	dn	F	F	7	dn_mm
117	7	F	4.851	Critical1 NC	nc	F	T	9	nc
117	4	V	2.947	Critical1 NC	nc	V	T	13	nc
117	12	F	6.315	Critical2 DN	dn	F	T	14	dn
117	9	V	5.891	Critical2 DN	dn	V	T	18	dn
117	2	V	4.859	Critical1 NC	nc	V	T	19	nc
117	11	V	7.491	Critical2 DN	dn	V	T	21	dn
117	6	V	3.243	Critical1 NC	nc	V	T	25	nc
117	10	F	4.715	Critical2 DN	dn	F	T	26	dn
117	5	V	5.25	Critical1 NC	nc	F	F	28	nc_mm
117	13	V	8.554	Critical2 DN	dn	V	T	32	dn
117	1	F	4.267	Critical1 NC	nc	F	T	35	nc
117	3	F	3.459	Critical1 NC	nc	V	F	38	nc_mm
117	14	F	4.699	Critical2 DN	dn	F	T	40	dn
117	17	V	4.01	Critical3 NegOb	negob	V	T	24	0
117	18	V	4.97	Critical3 NegOb	negob	V	T	36	0
117	19	F	6.402	Critical3 NegOb	negob	F	T	8	0
117	20	F	3.866	Critical3 NegOb	negob	F	T	3	0
117	21	F	5.042	Critical3 NegOb	negob	F	T	29	0
117	22	V	2.219	Critical3 NegOb	negob	V	T	20	0
117	23	V	3.69	Critical3 NegOb	negob	V	T	31	0
117	24	F	4.812	Critical3 NegOb	negob	F	T	12	0
117	25	V	5.89	Critical4 NegSub	negsub	V	T	16	0
117	26	F	11.76	Critical4 NegSub	negsub	F	T	1	0
117	27	V	6.684	Critical4 NegSub	negsub	V	T	22	0
117	28	V	6.794	Critical4 NegSub	negsub	V	T	15	0
117	29	V	5.171	Critical4 NegSub	negsub	V	T	27	0
117	30	F	7.026	Critical4 NegSub	negsub	F	T	6	0
117	31	F	3.092	Critical4 NegSub	negsub	F	T	37	0
117	32	F	3.691	Critical4 NegSub	negsub	F	T	34	0
117	33	F	7.065	Control	filler	F	T	2	0
117	34	V	14.17	Control	filler	V	T	10	0
117	35	F	3.355	Control	filler	F	T	17	0
117	36	F	2.667	Control	filler	F	T	30	0
117	37	V	6.139	Control	filler	V	T	23	0
117	38	F	1.947	Control	filler	F	T	33	0
117	39	V	4.107	Control	filler	V	T	39	0
117	40	V	4.618	Control	filler	V	T	11	0
118	7	F	5.977	Critical1 NC	nc	F	T	4	nc
118	15	V	10.83	Critical2 DN	dn	F	F	5	dn_mm
118	2	V	6.171	Critical1 NC	nc	V	T	6	nc
118	11	F	9.564	Critical2 DN	dn	V	F	7	dn_mm
118	5	F	5.539	Critical1 NC	nc	F	T	14	nc
118	16	F	9.033	Critical2 DN	dn	V	F	15	dn_mm
118	12	V	5.874	Critical2 DN	dn	F	F	16	dn_mm
118	3	V	4.475	Critical1 NC	nc	V	T	20	nc
118	13	F	8.842	Critical2 DN	dn	V	F	22	dn_mm
118	6	F	4.626	Critical1 NC	nc	V	F	24	nc_mm
118	8	F	4.586	Critical1 NC	nc	F	T	28	nc
118	10	F	4.626	Critical2 DN	dn	F	T	29	dn
118	14	V	4.828	Critical2 DN	dn	F	F	32	dn_mm
118	1	F	4.939	Critical1 NC	nc	F	T	35	nc
118	4	V	4.187	Critical1 NC	nc	V	T	36	nc
